## START Q10EvidenceDeepDive 2026-06-27T07:36:59.1013225+02:00
Bundling 6%
Bundling 16%
Bundling 63%
Bundling 69%
Bundling 74%
Bundling 80%
Bundling 85%
Bundling 90%
Bundling 95%
Bundling 100%
Copying public dir 10.9 MB
Copying public dir 14.5 MB
Copying public dir 23 MB
Copying public dir 31.3 MB
Copying public dir 40.1 MB
Copying public dir 48.8 MB
Copying public dir 59.8 MB
Copying public dir 62.2 MB
Copying public dir 72.7 MB
Copying public dir 73.9 MB
Copying public dir 85.4 MB
Copying public dir 96.3 MB
Copying public dir 97.4 MB
Copying public dir 113.6 MB
Copying public dir 127.8 MB
Copying public dir 143.2 MB
Copying public dir 160.8 MB
Copying public dir 171.8 MB
Copying public dir 180.6 MB
Copying public dir 192.5 MB
Copying public dir 204.5 MB
Copying public dir 207.6 MB
Copying public dir 212 MB
Copying public dir 218 MB
Copying public dir 224.8 MB
Copying public dir 232.2 MB
Copying public dir 237.4 MB
Copying public dir 245.9 MB
Copying public dir 251.7 MB
Copying public dir 253.8 MB
Copying public dir 262.5 MB
Copying public dir 263 MB
Getting composition
[90mComposition          Q10EvidenceDeepDive[39m
[90mCodec                h264[39m
[90mOutput               out\coenzym-q10-normalos-aoede-upload-fast.mp4[39m
[90mConcurrency          8x[39m
Rendered 0/5549
Rendered 1/5549, time remaining: 3h 6m 46s
Rendered 308/5549, time remaining: 15m 54s
Rendered 309/5549, time remaining: 15m 54s
Rendered 310/5549, time remaining: 15m 54s
Rendered 311/5549, time remaining: 15m 52s
Rendered 312/5549, time remaining: 15m 57s
Rendered 313/5549, time remaining: 15m 57s
Rendered 314/5549, time remaining: 16m 6s
Rendered 315/5549, time remaining: 15m 52s
Rendered 316/5549, time remaining: 15m 47s
Rendered 317/5549, time remaining: 15m 47s
Rendered 318/5549, time remaining: 15m 49s
Rendered 319/5549, time remaining: 15m 49s
Rendered 320/5549, time remaining: 15m 46s
Rendered 321/5549, time remaining: 15m 46s
Rendered 322/5549, time remaining: 15m 52s
Rendered 323/5549, time remaining: 15m 51s
Rendered 324/5549, time remaining: 15m 48s
Rendered 325/5549, time remaining: 15m 42s
Rendered 326/5549, time remaining: 15m 41s
Rendered 327/5549, time remaining: 15m 41s
Rendered 328/5549, time remaining: 15m 39s
Rendered 329/5549, time remaining: 15m 39s
Rendered 330/5549, time remaining: 15m 44s
Rendered 331/5549, time remaining: 15m 49s
Rendered 332/5549, time remaining: 15m 48s
Rendered 333/5549, time remaining: 15m 33s
Rendered 334/5549, time remaining: 15m 35s
Rendered 335/5549, time remaining: 15m 33s
Rendered 336/5549, time remaining: 15m 36s
Rendered 337/5549, time remaining: 15m 38s
Rendered 338/5549, time remaining: 15m 42s
Rendered 339/5549, time remaining: 15m 43s
Rendered 340/5549, time remaining: 15m 42s
Rendered 341/5549, time remaining: 15m 25s
Rendered 342/5549, time remaining: 13m 41s
Rendered 343/5549, time remaining: 13m 36s
Rendered 344/5549, time remaining: 13m 37s
Rendered 345/5549, time remaining: 13m 44s
Rendered 346/5549, time remaining: 13m 50s
Rendered 347/5549, time remaining: 13m 50s
Rendered 348/5549, time remaining: 13m 56s
Rendered 349/5549, time remaining: 13m 57s
Rendered 350/5549, time remaining: 12m 43s
Rendered 351/5549, time remaining: 11m 54s
Rendered 352/5549, time remaining: 11m 20s
Rendered 353/5549, time remaining: 11m 19s
Rendered 354/5549, time remaining: 11m 15s
Rendered 355/5549, time remaining: 11m 14s
Rendered 356/5549, time remaining: 11m 14s
Rendered 357/5549, time remaining: 11m 9s
Rendered 358/5549, time remaining: 11m 0s
Rendered 359/5549, time remaining: 10m 50s
Rendered 360/5549, time remaining: 10m 38s
Rendered 361/5549, time remaining: 10m 37s
Rendered 362/5549, time remaining: 10m 32s
Rendered 363/5549, time remaining: 10m 35s
Rendered 364/5549, time remaining: 10m 39s
Rendered 365/5549, time remaining: 10m 46s
Rendered 366/5549, time remaining: 10m 48s
Rendered 367/5549, time remaining: 10m 49s
Rendered 368/5549, time remaining: 10m 28s
Rendered 369/5549, time remaining: 10m 30s
Rendered 370/5549, time remaining: 10m 35s
Rendered 371/5549, time remaining: 10m 36s
Rendered 372/5549, time remaining: 10m 39s
Rendered 373/5549, time remaining: 10m 41s
Rendered 374/5549, time remaining: 10m 41s
Rendered 375/5549, time remaining: 10m 40s
Rendered 376/5549, time remaining: 10m 24s
Rendered 377/5549, time remaining: 10m 26s
Rendered 378/5549, time remaining: 10m 29s
Rendered 379/5549, time remaining: 10m 33s
Rendered 380/5549, time remaining: 10m 36s
Rendered 381/5549, time remaining: 10m 35s
Rendered 382/5549, time remaining: 10m 34s
Rendered 383/5549, time remaining: 10m 36s
Rendered 384/5549, time remaining: 10m 18s
Rendered 385/5549, time remaining: 10m 22s
Rendered 386/5549, time remaining: 10m 27s
Rendered 387/5549, time remaining: 10m 26s
Rendered 388/5549, time remaining: 10m 34s
Rendered 389/5549, time remaining: 10m 34s
Rendered 390/5549, time remaining: 10m 37s
Rendered 391/5549, time remaining: 10m 35s
Rendered 392/5549, time remaining: 10m 16s
Rendered 393/5549, time remaining: 10m 18s
Rendered 394/5549, time remaining: 10m 19s
Rendered 395/5549, time remaining: 10m 33s
Rendered 396/5549, time remaining: 10m 35s
Rendered 397/5549, time remaining: 10m 35s
Rendered 398/5549, time remaining: 10m 35s
Rendered 399/5549, time remaining: 10m 34s
Rendered 400/5549, time remaining: 10m 16s
Rendered 401/5549, time remaining: 10m 16s
Rendered 402/5549, time remaining: 10m 19s
Rendered 403/5549, time remaining: 10m 29s
Rendered 404/5549, time remaining: 10m 33s
Rendered 405/5549, time remaining: 10m 33s
Rendered 406/5549, time remaining: 10m 33s
Rendered 407/5549, time remaining: 10m 30s
Rendered 408/5549, time remaining: 10m 17s
Rendered 409/5549, time remaining: 10m 19s
Rendered 410/5549, time remaining: 10m 24s
Rendered 411/5549, time remaining: 10m 31s
Rendered 412/5549, time remaining: 10m 32s
Rendered 413/5549, time remaining: 10m 33s
Rendered 414/5549, time remaining: 10m 33s
Rendered 415/5549, time remaining: 10m 30s
Rendered 416/5549, time remaining: 10m 21s
Rendered 417/5549, time remaining: 10m 17s
Rendered 418/5549, time remaining: 10m 16s
Rendered 419/5549, time remaining: 10m 28s
Rendered 420/5549, time remaining: 10m 30s
Rendered 421/5549, time remaining: 10m 30s
Rendered 422/5549, time remaining: 10m 31s
Rendered 423/5549, time remaining: 10m 30s
Rendered 424/5549, time remaining: 10m 13s
Rendered 425/5549, time remaining: 10m 17s
Rendered 426/5549, time remaining: 10m 22s
Rendered 427/5549, time remaining: 10m 24s
Rendered 428/5549, time remaining: 10m 27s
Rendered 429/5549, time remaining: 10m 31s
Rendered 430/5549, time remaining: 10m 30s
Rendered 431/5549, time remaining: 10m 30s
Rendered 432/5549, time remaining: 10m 14s
Rendered 433/5549, time remaining: 10m 16s
Rendered 434/5549, time remaining: 10m 17s
Rendered 435/5549, time remaining: 10m 23s
Rendered 436/5549, time remaining: 10m 27s
Rendered 437/5549, time remaining: 10m 29s
Rendered 438/5549, time remaining: 10m 30s
Rendered 439/5549, time remaining: 10m 30s
Rendered 440/5549, time remaining: 10m 11s
Rendered 441/5549, time remaining: 10m 15s
Rendered 442/5549, time remaining: 10m 20s
Rendered 443/5549, time remaining: 10m 22s
Rendered 444/5549, time remaining: 10m 25s
Rendered 445/5549, time remaining: 10m 25s
Rendered 446/5549, time remaining: 10m 25s
Rendered 447/5549, time remaining: 10m 24s
Rendered 448/5549, time remaining: 10m 11s
Rendered 449/5549, time remaining: 10m 18s
Rendered 450/5549, time remaining: 10m 22s
Rendered 451/5549, time remaining: 10m 22s
Rendered 452/5549, time remaining: 10m 23s
Rendered 453/5549, time remaining: 10m 26s
Rendered 454/5549, time remaining: 10m 26s
Rendered 455/5549, time remaining: 10m 25s
Rendered 456/5549, time remaining: 10m 12s
Rendered 457/5549, time remaining: 10m 18s
Rendered 458/5549, time remaining: 10m 21s
Rendered 459/5549, time remaining: 10m 20s
Rendered 460/5549, time remaining: 10m 21s
Rendered 461/5549, time remaining: 10m 25s
Rendered 462/5549, time remaining: 10m 21s
Rendered 463/5549, time remaining: 10m 21s
Rendered 464/5549, time remaining: 10m 15s
Rendered 465/5549, time remaining: 10m 19s
Rendered 466/5549, time remaining: 10m 24s
Rendered 467/5549, time remaining: 10m 26s
Rendered 468/5549, time remaining: 10m 24s
Rendered 469/5549, time remaining: 10m 24s
Rendered 470/5549, time remaining: 10m 24s
Rendered 471/5549, time remaining: 10m 28s
Rendered 472/5549, time remaining: 10m 27s
Rendered 473/5549, time remaining: 10m 24s
Rendered 474/5549, time remaining: 10m 25s
Rendered 475/5549, time remaining: 10m 23s
Rendered 476/5549, time remaining: 10m 24s
Rendered 477/5549, time remaining: 10m 27s
Rendered 478/5549, time remaining: 10m 26s
Rendered 479/5549, time remaining: 10m 32s
Rendered 480/5549, time remaining: 10m 29s
Rendered 481/5549, time remaining: 10m 22s
Rendered 482/5549, time remaining: 10m 26s
Rendered 483/5549, time remaining: 10m 27s
Rendered 484/5549, time remaining: 10m 24s
Rendered 485/5549, time remaining: 10m 27s
Rendered 486/5549, time remaining: 10m 24s
Rendered 487/5549, time remaining: 10m 25s
Rendered 488/5549, time remaining: 10m 18s
Rendered 489/5549, time remaining: 10m 18s
Rendered 490/5549, time remaining: 10m 27s
Rendered 491/5549, time remaining: 10m 26s
Rendered 492/5549, time remaining: 10m 30s
Rendered 493/5549, time remaining: 10m 32s
Rendered 494/5549, time remaining: 10m 32s
Rendered 495/5549, time remaining: 10m 28s
Rendered 496/5549, time remaining: 10m 23s
Rendered 497/5549, time remaining: 10m 24s
Rendered 498/5549, time remaining: 10m 23s
Rendered 499/5549, time remaining: 10m 28s
Rendered 500/5549, time remaining: 10m 27s
Rendered 501/5549, time remaining: 10m 29s
Rendered 502/5549, time remaining: 10m 29s
Rendered 503/5549, time remaining: 10m 24s
Rendered 504/5549, time remaining: 10m 28s
Rendered 505/5549, time remaining: 10m 27s
Rendered 506/5549, time remaining: 10m 22s
Rendered 507/5549, time remaining: 10m 22s
Rendered 508/5549, time remaining: 10m 29s
Rendered 509/5549, time remaining: 10m 28s
Rendered 510/5549, time remaining: 10m 26s
Rendered 511/5549, time remaining: 10m 22s
Rendered 512/5549, time remaining: 10m 28s
Rendered 513/5549, time remaining: 10m 24s
Rendered 514/5549, time remaining: 10m 28s
Rendered 515/5549, time remaining: 10m 22s
Rendered 516/5549, time remaining: 10m 26s
Rendered 517/5549, time remaining: 10m 26s
Rendered 518/5549, time remaining: 10m 26s
Rendered 519/5549, time remaining: 10m 23s
Rendered 520/5549, time remaining: 10m 18s
Rendered 521/5549, time remaining: 10m 16s
Rendered 522/5549, time remaining: 10m 23s
Rendered 523/5549, time remaining: 10m 23s
Rendered 524/5549, time remaining: 10m 25s
Rendered 525/5549, time remaining: 10m 25s
Rendered 526/5549, time remaining: 10m 22s
Rendered 527/5549, time remaining: 10m 20s
Rendered 528/5549, time remaining: 10m 16s
Rendered 529/5549, time remaining: 10m 12s
Rendered 530/5549, time remaining: 10m 17s
Rendered 531/5549, time remaining: 10m 28s
Rendered 532/5549, time remaining: 10m 29s
Rendered 533/5549, time remaining: 10m 29s
Rendered 534/5549, time remaining: 10m 29s
Rendered 535/5549, time remaining: 10m 26s
Rendered 536/5549, time remaining: 10m 21s
Rendered 537/5549, time remaining: 10m 21s
Rendered 538/5549, time remaining: 10m 26s
Rendered 539/5549, time remaining: 10m 31s
Rendered 540/5549, time remaining: 10m 30s
Rendered 541/5549, time remaining: 10m 30s
Rendered 542/5549, time remaining: 10m 30s
Rendered 543/5549, time remaining: 10m 30s
Rendered 544/5549, time remaining: 10m 28s
Rendered 545/5549, time remaining: 10m 15s
Rendered 546/5549, time remaining: 10m 19s
Rendered 547/5549, time remaining: 10m 27s
Rendered 548/5549, time remaining: 10m 30s
Rendered 549/5549, time remaining: 10m 30s
Rendered 550/5549, time remaining: 10m 30s
Rendered 551/5549, time remaining: 10m 31s
Rendered 552/5549, time remaining: 10m 28s
Rendered 553/5549, time remaining: 10m 18s
Rendered 554/5549, time remaining: 10m 22s
Rendered 555/5549, time remaining: 10m 27s
Rendered 556/5549, time remaining: 10m 30s
Rendered 557/5549, time remaining: 10m 29s
Rendered 558/5549, time remaining: 10m 29s
Rendered 559/5549, time remaining: 10m 27s
Rendered 560/5549, time remaining: 10m 20s
Rendered 561/5549, time remaining: 10m 16s
Rendered 562/5549, time remaining: 10m 17s
Rendered 563/5549, time remaining: 10m 22s
Rendered 564/5549, time remaining: 10m 26s
Rendered 565/5549, time remaining: 10m 28s
Rendered 566/5549, time remaining: 10m 27s
Rendered 567/5549, time remaining: 10m 26s
Rendered 568/5549, time remaining: 10m 27s
Rendered 569/5549, time remaining: 10m 19s
Rendered 570/5549, time remaining: 10m 16s
Rendered 571/5549, time remaining: 10m 21s
Rendered 572/5549, time remaining: 10m 22s
Rendered 573/5549, time remaining: 10m 24s
Rendered 574/5549, time remaining: 10m 24s
